T1Celsius,t1min,T2Celsius,t2min,EquivalentsReagent1,EquivalentsBASE1,ConcentrationMolar,Yield,Impurity,ImpurityXRatio
155.0,52.50000000000001,83.0,52.50000000000001,1.15,3.2,0.82,0.9958345039527864,0.0466072345684196,1.154342336092437
137.00000000000003,42.50000000000001,155.0,12.5,1.95,3.6000000000000005,0.82,0.99994201422049,0.0028982283916,1.950084094862436
65.0,57.5,65.0,42.50000000000001,1.75,4.8,0.82,0.8509786235203242,1.37576072209684e-05,2.0564557252737283
83.0,22.5,191.0,57.5,1.65,4.4,0.82,0.99969294310288,0.0153528448556419,1.6503532238915155
29.0,47.5,47.0,22.5,1.45,1.6,0.82,0.1092239659607267,1.9059444365482244e-08,13.275474728053414
173.00000000000003,12.5,119.0,37.5,1.25,2.4000000000000004,0.82,0.9800658001720348,0.0684368909943867,1.2747262794709877
101.0,17.5,137.00000000000003,32.5,1.85,2.8,0.82,0.9988505183996488,0.0052982731865337,1.852075944488777
47.0,32.5,101.0,17.5,1.35,1.2,0.82,0.3914605577878867,0.0001629251790204,3.448619136438545
119.0,37.5,173.00000000000003,27.5,1.05,4.0,0.82,0.989227921946746,0.0655382540384934,1.0607713290123872
191.0,27.5,29.0,47.5,1.55,2.0,0.82,0.9975625020177576,0.1209652182600074,1.5525747456271497
134.05800389872178,39.88536056982895,140.42257342022964,14.24172981340859,1.96317163010408,3.60780606704169,0.82,0.9999493855514298,0.002499069013197,1.9632460080280525
144.87389320516087,29.83704110609965,121.4289546838478,45.684568983460174,2.0,3.613462687242105,0.82,0.9999261851244394,0.0036901542154658,2.000110736382964
126.15352771214444,14.092121430761091,120.4372534318228,26.465783270369982,2.0,4.998623012971427,0.82,0.9999456554725216,0.0007752823199085,2.000100941717387
128.1321520461556,23.53787067061262,132.51171280663598,29.56513696391047,2.0,4.908056663893115,0.82,0.9999819003758824,0.0009033452099242,2.0000271662878397
171.9167936908051,29.047144334900064,57.28866315028668,41.50260684631265,2.0,3.796496015273276,0.82,0.9998295181141844,0.0085240942665167,2.000255766432564
158.30721310716797,16.51715370371559,38.04655370463984,20.55109652459051,2.0,4.558499368444217,0.82,0.9999258123549728,0.0036313234607678,2.0001120703696817
156.47087148952372,35.75027147851298,141.11513325102229,11.76147852356329,2.0,4.022027592696976,0.8200015508391559,0.9999105472050486,0.0044726396427816,2.000134191197249
139.09745846557195,39.29017263273971,30.45064628746925,24.29221216081868,2.0,3.707742145740653,0.8200069945154657,0.9999418002940272,0.0027509089847507,2.000088895495791
177.59972273410898,41.64555294717799,85.13107646362069,42.36128126459767,2.0,4.159240640585977,0.8200070263285213,0.9998334737833496,0.0083263108328362,2.0002498309283863
174.60649868869154,32.833829468345925,106.02927282657416,50.2005182429412,2.0,4.211897589167933,0.8200076096089993,0.9998518375484932,0.0074081225758047,2.0002222766103226
127.61053299034252,11.53761270233837,73.2026296656812,32.924025604232945,2.0,2.940365990858172,0.8200136424253891,0.9441418586993744,0.0015213881830421,2.1183096244385378
156.82075519638332,32.16790228208858,86.53381129828851,20.962386636284016,2.0,4.191241730398912,0.8200048182294055,0.9999173266481932,0.0041336597708814,2.0001240203590838
119.3715146980595,16.195550812530108,95.74979125957928,16.997129476975946,2.0,4.411774966310469,0.8200077476771668,0.9910724627486848,0.0006372971721699,2.0180094818510117
167.89999897864277,12.831067858759775,55.86057409144711,35.22407155953987,2.0,4.7848280208331415,0.8200082411228993,0.9999083487055588,0.0045698420814761,2.0001376167808207
169.50920201347614,29.000096889201128,117.6783479467016,39.292165922299,2.0,3.60727463128965,0.8200091815847927,0.9998229617816288,0.0088519109100544,2.000265604349765
149.3357517028409,36.92033847629321,116.15084316262988,35.80312328667281,2.0,3.719857293749874,0.8200073459661631,0.9999180127230836,0.0040993356400253,2.000122991281152
172.47697833316818,14.398910985838738,62.28220237268646,57.79390929571039,2.0,4.5794348147139,0.820007889782248,0.9998837175971116,0.0058137910274256,2.0001744471806444
119.19087957194276,24.979436784094617,87.62614892353488,59.933744784273664,2.0,3.2293852168273425,0.8200129902871429,0.9960189098373722,0.0013406278931805,2.0079805453167805
92.215295007805,18.166019218305287,94.17469025996964,33.03767685920218,2.0,4.014243424979857,0.8200075193752834,0.9672955274697044,0.0001859668973747,2.0676185131990747
87.72450164383585,11.166612477417097,32.49422833333126,11.147942126367244,2.0,3.8326613363457,0.8200018189193875,0.5629989619509943,8.742554447213044e-06,3.5524042631335053
131.4408232030834,39.352176441932976,25.12766726875188,23.159114560704573,2.0,2.832493383116092,0.8200167696516865,0.99905356935951,0.0038430832390374,2.001856187201031
125.47990960007331,39.26847331840384,153.44305829670262,40.36535825097369,2.0,4.946155113399519,0.8200083991673468,0.999984286037238,0.0007856981382087,2.0000235713145456
135.94493798705997,16.42254083686481,65.74960415329663,55.42245161066262,2.0,4.978417732235236,0.8200082114524982,0.9996419383571946,0.0012258407112068,2.0007041169957867
110.6072492709274,18.567319871988985,62.84722884981748,24.080825407798176,2.0,4.9309271513967845,0.820006488380971,0.975038798707386,0.0002893522622401,2.051197459146021
98.71869393814224,40.504813421003554,109.4799169415988,55.61518543306194,2.0,4.216067409467238,0.8200120042899101,0.999935741453778,0.0003359159657433,2.0001251659757706
144.47341538774305,37.24282475140652,142.9774669899448,27.993237273649022,2.0,4.500051425280829,0.8200091973285555,0.9999559431095106,0.0022028445213585,2.0000660882474093
